gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx942,80,52,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196810,0,8.453,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x512_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW2_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO1_USL1_UIOFGRO0_USFGROn1_VSn1_VWA2_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,12.09,310.15
gfx942,80,64,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,197010,0,8.3946,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x512_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW2_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA2_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,14.99,330.33
gfx942,80,96,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196729,0,9.2991,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x32x256_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW2_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA2_VWB2_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,20.3,341.59
gfx942,80,4096,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,195931,0,68.3892,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT64x160x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA512_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_5_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS8_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW2_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA2_VWB1_WSGRA0_WSGRB0_WS64_WG32_8_1,0.0,117.75,783.87
gfx942,80,8192,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,197468,0,121.4038,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT160x224x64_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT5_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO1_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG32_8_1,0.0,132.67,866.95
gfx942,80,16384,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,195973,0,200.2097,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT160x224x64_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT5_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS5_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG32_8_1,0.0,160.89,1041.59
gfx942,80,1,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.1598,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0234,0.61,612.14
gfx942,80,2,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.0264,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0195,1.25,630.93
gfx942,80,3,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.0243,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0156,1.88,633.75
gfx942,80,4,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.1672,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0156,2.44,618.7
gfx942,80,5,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.0142,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0164,3.14,640.13
gfx942,80,6,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.0471,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0169,3.74,638.49
gfx942,80,7,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,5.0357,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.0167,4.37,642.48
gfx942,80,8,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.0492,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0166,4.98,643.3
gfx942,80,9,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.2565,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0182,5.39,620.36
gfx942,80,10,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,5.0663,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0191,6.21,646.18
gfx942,80,12,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,5.1506,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.0215,7.33,640.57
gfx942,80,13,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,5.3288,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.0195,7.67,621.55
gfx942,80,16,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,5.0879,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.019,9.89,658.53
gfx942,80,20,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10313,0,6.468,opus_gemm_gfx942_wkc_accum_256x32x32x64_1x1_16x16x16_0x0x0,0.0189,9.73,525.93
gfx942,80,24,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10313,0,6.3706,opus_gemm_gfx942_wkc_accum_256x32x32x64_1x1_16x16x16_0x0x0,0.0223,11.85,542.01
gfx942,80,28,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,16,7.8081,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0301,11.28,448.78
gfx942,80,32,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,7.8397,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.0211,12.84,453.5
gfx942,80,36,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,16,8.1393,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0289,13.91,443.1
gfx942,80,40,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,16,8.3366,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0304,15.09,438.76
gfx942,80,48,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,16,8.5261,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0287,17.71,441.01
gfx942,80,52,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,197022,0,9.4012,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x32x256_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW2_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA2_VWB2_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,17.4,405.41
gfx942,80,64,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,16,9.1197,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0289,22.08,434.77
gfx942,80,80,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,10.5368,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,23.88,395.73
gfx942,80,96,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,204416,0,10.4167,Cijk_Alik_Bljk_BBS_BH_UserArgs_MT32x48x256_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB512_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT2_3_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW2_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO1_USL1_UIOFGRO0_USFGROn1_VSn1_VWA2_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,28.99,419.95
gfx942,80,128,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,11.4884,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,35.05,416.43
gfx942,80,192,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,11.4884,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,35.05,416.43
gfx942,80,210,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,243,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,256,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,258,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,280,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,384,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,420,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,467,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,473,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,483,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,512,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,540,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,560,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,738,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,748,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,768,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,905,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,986,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,1024,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,1198,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,1536,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,1609,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,1754,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,2048,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6868,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0157,48.26,384.89
gfx942,80,2817,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196676,0,78.3132,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT128x112x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA8_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,164.53,709.64
gfx942,80,2831,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196676,0,78.3132,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT128x112x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA8_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,164.53,709.64
gfx942,80,3072,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196676,0,78.3132,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT128x112x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA8_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,164.53,709.64
gfx942,80,4096,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196676,0,78.3132,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT128x112x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA8_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,164.53,709.64
gfx942,80,5900,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196676,0,78.3132,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT128x112x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA8_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,164.53,709.64
gfx942,80,6144,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,196676,0,78.3132,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT128x112x128_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA2048_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT8_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA8_VWB1_WSGRA0_WSGRB0_WS64_WG16_4_4,0.0,164.53,709.64
gfx942,80,7518,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,197746,0,160.1895,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA1_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA0_LBSPPB256_LBSPPM0_LPA0_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA2_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB2_WSGRA0_WSGRB0_WS64_WG64_4_1,0.0,160.87,674.22
gfx942,80,8192,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,197746,0,160.1895,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA1_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMBSK_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA0_LBSPPB256_LBSPPM0_LPA0_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_14_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA2_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB2_WSGRA0_WSGRB0_WS64_WG64_4_1,0.0,160.87,674.22
gfx942,80,16384,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,hipblaslt,204212,0,267.5367,Cijk_Alik_Bljk_BBS_BH_UserArgs_MT256x224x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA2_GRVWB2_GSUAMB_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA1024_LBSPPB128_LBSPPM0_LPA4_LPB4_LPM0_LRVW4_LWPMn1_MIAV0_MIWT8_7_MO40_NTn1_NTA0_NTB0_NTC3_NTD3_NTM0_NEPBS16_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO1_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA8_VWB1_WSGRA0_WSGRB0_WS64_WG32_8_1,0.0,192.64,795.63
gfx942,80,4,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,47.3828,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,6.37,1595.43
